Session ID: a505d77b-f72e-41f5-91ae-ab0801343e61
CHEF iQ Probe Data
Probe Name: Probe 1
Cook Name: Filet Mignon
Target temperature: 135 (deg F)
Remove from heat temperature: 115 (deg F)
Peak temperature: 168.26 (deg F)
Total cook time: 17m 40s
Resting time: 5m
Created at: 08/27/2026 5:19:50 PM


Date,Time,Internal Temperature (deg F),Ambient Temperature (deg F),Tip 1 (deg F),Tip 2 (deg F),Tip 3 (deg F),Tip 4 (deg F),Elapsed Time
08/27/2026,5:26:35 PM,99.86,340.88,99.86,102.74,107.42,134.42,406
08/27/2026,5:26:40 PM,101.66,333.68,101.66,104.54,108.68,134.96,411
08/27/2026,5:26:45 PM,103.28,329,103.28,106.16,109.76,135.5,415
08/27/2026,5:26:50 PM,105.26,329,105.26,108.14,111.38,136.22,421
08/27/2026,5:26:55 PM,105.26,321.98,105.26,108.14,111.38,136.22,426
08/27/2026,5:27:00 PM,107.78,312.44,107.78,110.66,113.18,137.12,431
08/27/2026,5:27:05 PM,109.22,308.48,109.22,112.1,114.44,137.66,436
08/27/2026,5:27:10 PM,111.2,301.64,111.2,113.9,115.88,138.38,441
08/27/2026,5:27:15 PM,112.64,296.6,112.64,115.34,117.14,138.92,446
08/27/2026,5:27:20 PM,112.64,296.6,112.64,115.34,117.14,138.92,451
08/27/2026,5:27:25 PM,115.7,291.02,115.7,118.4,119.66,140.36,458
08/27/2026,5:27:30 PM,115.7,288.5,115.7,118.4,119.66,140.36,459
08/27/2026,5:27:45 PM,117.86,282.02,117.86,120.38,121.46,141.44,473
08/27/2026,5:28:00 PM,122.54,271.58,122.54,124.88,125.42,143.6,488
08/27/2026,5:28:15 PM,124.34,264.92,124.34,126.5,127.22,144.5,503
08/27/2026,5:28:30 PM,127.4,251.96,128.84,129.92,130.64,146.3,518
08/27/2026,5:28:45 PM,131.18,238.1,131.18,131.9,132.62,147.2,533
08/27/2026,5:29:00 PM,133.88,240.8,134.24,134.06,134.96,148.46,548
08/27/2026,5:29:15 PM,135.68,242.6,136.22,135.68,136.58,149.36,564
08/27/2026,5:29:30 PM,137.3,243.14,138.38,137.3,138.2,150.44,579
08/27/2026,5:29:45 PM,138.74,248.36,140.18,138.74,139.64,151.34,593
08/27/2026,5:30:00 PM,140.72,234.32,142.34,140.72,141.44,152.96,608
08/27/2026,5:30:15 PM,142.34,234.32,144.14,142.34,142.88,153.5,623
08/27/2026,5:30:30 PM,143.96,238.82,146.12,144.14,143.96,154.04,638
08/27/2026,5:30:45 PM,144.86,245.12,147.56,145.22,144.86,154.76,654
08/27/2026,5:30:50 PM,145.94,245.12,149.36,146.84,145.94,155.48,659
08/27/2026,5:30:55 PM,145.94,245.12,149.36,146.84,145.94,155.48,664
08/27/2026,5:31:00 PM,147.2,250.88,151.16,148.28,147.2,156.56,672
08/27/2026,5:31:05 PM,147.56,249.44,151.7,148.82,147.56,156.74,677
08/27/2026,5:31:10 PM,147.92,249.8,152.42,149.18,147.92,157.1,682
08/27/2026,5:31:15 PM,148.1,249.8,152.6,149.36,148.1,157.1,687
08/27/2026,5:31:20 PM,148.82,252.14,153.68,150.26,149,157.82,692
08/27/2026,5:31:25 PM,149,252.86,153.86,150.44,149,157.82,697
08/27/2026,5:31:30 PM,149.36,252.86,154.58,150.98,149.36,158.18,702
08/27/2026,5:31:35 PM,150.08,249.62,155.66,151.7,150.08,158.54,707
08/27/2026,5:31:40 PM,150.44,249.98,156.2,152.24,150.44,158.9,712
08/27/2026,5:31:45 PM,150.8,250.88,156.74,152.42,150.8,159.08,717
08/27/2026,5:31:50 PM,150.98,251.24,157.28,152.96,150.98,159.26,722
08/27/2026,5:31:55 PM,150.98,251.24,157.28,152.96,150.98,159.26,727
08/27/2026,5:32:00 PM,151.88,250.16,158.72,154.04,151.88,159.8,732
08/27/2026,5:32:05 PM,152.24,250.16,159.44,154.58,152.24,160.16,737
08/27/2026,5:32:10 PM,152.24,250.16,159.44,154.58,152.24,160.16,742
08/27/2026,5:32:15 PM,153.14,253.04,160.7,155.66,153.14,160.7,747
08/27/2026,5:32:20 PM,153.32,253.4,161.06,155.84,153.32,160.88,752
08/27/2026,5:32:25 PM,153.68,255.38,161.78,156.2,153.68,161.24,757
08/27/2026,5:32:30 PM,153.68,255.38,161.78,156.2,153.68,161.24,759
08/27/2026,5:32:35 PM,154.22,257,162.86,157.1,154.22,161.6,764
08/27/2026,5:32:40 PM,154.58,257.72,163.4,157.46,154.58,162.14,769
08/27/2026,5:32:45 PM,154.76,257.36,163.76,157.82,154.76,162.14,774
08/27/2026,5:32:50 PM,154.76,257.36,163.76,157.82,154.76,162.14,779
08/27/2026,5:32:55 PM,155.66,254.48,165.2,158.9,155.66,162.86,784
08/27/2026,5:33:00 PM,155.66,254.48,165.56,159.26,155.84,163.04,789
08/27/2026,5:33:05 PM,156.02,253.76,165.92,159.26,156.02,163.04,794
08/27/2026,5:33:10 PM,156.56,252.32,166.64,159.98,156.56,163.22,799
08/27/2026,5:33:15 PM,156.92,249.08,167.36,160.52,156.92,163.58,804
08/27/2026,5:33:20 PM,156.92,249.08,167.54,160.52,156.92,163.58,809
08/27/2026,5:33:25 PM,157.28,249.8,168.26,161.06,157.28,163.76,814
08/27/2026,5:33:30 PM,157.64,251.96,168.8,161.42,157.64,164.12,819
08/27/2026,5:33:35 PM,158,253.04,169.52,161.96,158,164.3,824
08/27/2026,5:33:40 PM,158.36,253.04,170.06,162.32,158.36,164.66,829
08/27/2026,5:33:45 PM,158.9,258.8,170.78,162.68,158.9,165.02,838
08/27/2026,5:33:50 PM,158.9,258.8,170.78,162.68,158.9,165.02,843
08/27/2026,5:33:55 PM,158.9,258.8,171.68,163.4,159.44,165.56,848
08/27/2026,5:34:00 PM,159.44,269.6,171.68,163.4,159.44,165.56,853
08/27/2026,5:34:05 PM,160.16,277.52,172.22,163.76,160.16,166.1,858
08/27/2026,5:34:10 PM,160.52,278.96,172.94,164.3,160.52,166.64,863
08/27/2026,5:34:15 PM,161.06,282.2,173.3,164.48,161.06,167,868
08/27/2026,5:34:20 PM,161.78,282.2,173.84,165.02,161.78,167.72,873
08/27/2026,5:34:25 PM,162.32,285.26,174.2,165.38,162.32,168.26,878
08/27/2026,5:34:30 PM,163.04,289.58,174.92,165.56,163.04,168.8,883
08/27/2026,5:34:35 PM,163.22,292.1,175.1,165.92,163.22,168.98,888
08/27/2026,5:34:40 PM,164.12,296.24,175.64,166.64,164.12,169.7,893
08/27/2026,5:34:45 PM,164.3,298.22,175.64,166.82,164.3,170.06,898
08/27/2026,5:34:50 PM,165.02,301.46,176.18,167.36,165.02,170.96,903
08/27/2026,5:34:55 PM,165.02,302.9,176.18,167.36,165.02,170.96,908
08/27/2026,5:35:00 PM,165.02,302.9,176.18,167.36,165.02,170.96,913
08/27/2026,5:35:10 PM,165.02,302.9,176.18,167.36,165.02,170.96,919
08/27/2026,5:35:15 PM,166.64,327.38,177.62,168.62,166.64,172.94,924
08/27/2026,5:35:20 PM,167,332.06,177.8,168.98,167,173.48,929
08/27/2026,5:35:25 PM,167.36,336.92,178.16,169.34,167.36,174.02,934
08/27/2026,5:35:30 PM,167.9,329,178.34,169.7,167.9,174.74,939
08/27/2026,5:35:35 PM,168.26,316.94,177.8,170.06,168.26,175.1,944
08/27/2026,5:35:40 PM,168.26,316.94,177.8,170.06,168.26,175.1,949
08/27/2026,5:35:45 PM,168.26,316.94,177.8,170.06,168.26,175.1,954
08/27/2026,5:35:50 PM,168.26,293.18,175.46,169.16,168.26,174.92,959
08/27/2026,5:35:55 PM,168.08,286.34,174.2,168.44,168.08,174.74,964
08/27/2026,5:36:00 PM,167.36,276.98,172.58,167.54,167.36,174.02,969
08/27/2026,5:36:05 PM,167.36,276.98,170.42,165.74,166.1,172.94,974
08/27/2026,5:36:10 PM,165.38,260.42,169.7,165.38,165.56,172.58,979
08/27/2026,5:36:15 PM,164.3,253.04,168.26,164.3,164.84,171.68,984
08/27/2026,5:36:20 PM,164.3,253.04,168.26,164.3,164.84,171.68,989
08/27/2026,5:36:25 PM,163.04,245.66,165.56,162.32,163.04,170.06,998
08/27/2026,5:36:30 PM,161.24,231.26,164.48,161.24,161.96,168.8,1003
08/27/2026,5:36:35 PM,161.24,231.26,164.48,161.24,161.96,168.8,1008
08/27/2026,5:36:40 PM,160.16,225.14,163.22,160.16,160.88,167.72,1013
08/27/2026,5:36:45 PM,159.26,218.48,162.14,159.26,159.98,166.46,1018
08/27/2026,5:36:50 PM,158.36,212.9,161.06,158.36,159.08,165.38,1023
08/27/2026,5:36:55 PM,158.36,212.9,161.06,158.36,159.08,165.38,1028
08/27/2026,5:37:00 PM,157.46,206.78,159.98,157.46,158,164.48,1033
08/27/2026,5:37:05 PM,156.74,201.38,159.26,156.74,157.28,163.4,1038
08/27/2026,5:37:10 PM,156.2,197.24,158.54,156.2,156.74,162.68,1043
08/27/2026,5:37:15 PM,155.66,194.36,157.82,155.66,156.02,162.14,1048
08/27/2026,5:37:20 PM,155.12,190.76,157.28,155.12,155.48,161.06,1053
08/27/2026,5:37:25 PM,155.12,190.58,157.28,155.12,155.48,161.06,1058
08/27/2026,5:37:30 PM,155.12,190.58,157.28,155.12,155.48,161.06,1060
