Session ID: 1021a31b-4697-4093-8cc7-f781f93e8192
CHEF iQ Probe Data
Probe Name: Probe 2
Cook Name: Filet Mignon
Target temperature: 135 (deg F)
Remove from heat temperature: 115 (deg F)
Peak temperature: 145.22 (deg F)
Total cook time: 12m 49s
Resting time: 5m
Created at: 08/27/2026 5:19:00 PM


Date,Time,Internal Temperature (deg F),Ambient Temperature (deg F),Tip 1 (deg F),Tip 2 (deg F),Tip 3 (deg F),Tip 4 (deg F),Elapsed Time
08/27/2026,5:25:35 PM,141.62,271.22,149.54,144.14,141.62,145.94,399
08/27/2026,5:25:40 PM,141.98,267.26,149,144.32,141.98,146.12,404
08/27/2026,5:25:45 PM,142.52,264.02,148.46,144.5,142.52,146.48,409
08/27/2026,5:25:50 PM,142.7,262.76,148.46,144.5,142.7,146.48,414
08/27/2026,5:25:55 PM,142.7,262.76,148.46,144.5,142.7,146.48,419
08/27/2026,5:26:00 PM,143.24,256.28,148.28,144.68,143.24,146.84,424
08/27/2026,5:26:05 PM,143.6,251.96,147.92,144.68,143.6,147.02,429
08/27/2026,5:26:10 PM,143.6,251.96,147.92,144.68,143.6,147.02,434
08/27/2026,5:26:15 PM,143.78,246.56,147.74,144.86,143.78,147.02,439
08/27/2026,5:26:20 PM,143.96,244.04,147.92,144.86,143.96,147.2,444
08/27/2026,5:26:25 PM,144.14,241.88,148.1,145.04,144.32,147.38,449
08/27/2026,5:26:30 PM,144.32,241.16,148.1,145.04,144.32,147.38,454
08/27/2026,5:26:35 PM,144.5,238.28,147.92,145.04,144.5,147.38,459
08/27/2026,5:26:40 PM,144.68,235.58,148.1,145.22,144.68,147.56,464
08/27/2026,5:26:45 PM,144.86,233.42,148.1,145.4,144.86,147.56,468
08/27/2026,5:26:50 PM,145.04,228.56,147.2,145.4,145.04,147.74,474
08/27/2026,5:26:55 PM,145.22,224.6,146.48,145.4,145.22,147.74,479
08/27/2026,5:27:00 PM,145.22,224.6,146.3,145.4,145.22,147.74,484
08/27/2026,5:27:05 PM,145.04,220.28,145.04,145.04,145.4,147.74,489
08/27/2026,5:27:10 PM,145.04,220.28,145.04,145.04,145.4,147.74,494
08/27/2026,5:27:15 PM,143.24,216.14,143.24,144.5,145.4,147.92,499
08/27/2026,5:27:20 PM,142.52,213.44,142.34,143.78,145.22,147.92,504
08/27/2026,5:27:25 PM,142.16,212.18,142.16,143.78,145.22,147.92,511
08/27/2026,5:27:30 PM,142.16,212.18,142.16,143.78,145.22,147.92,512
08/27/2026,5:27:45 PM,139.46,203.36,139.46,141.98,144.32,147.92,526
08/27/2026,5:28:00 PM,137.66,200.84,137.66,140.72,143.6,147.92,541
08/27/2026,5:28:15 PM,135.86,190.58,135.68,139.28,142.7,147.74,556
08/27/2026,5:28:30 PM,134.6,190.04,134.6,138.38,142.16,147.92,571
08/27/2026,5:28:45 PM,134.06,188.24,134.06,137.84,141.98,147.92,586
08/27/2026,5:29:00 PM,132.98,191.3,132.98,137.12,141.44,147.92,601
08/27/2026,5:29:15 PM,132.26,203.18,132.26,136.4,141.08,148.46,617
08/27/2026,5:29:30 PM,131.9,217.4,131.9,136.04,140.9,149.18,632
08/27/2026,5:29:45 PM,131.72,214.52,131.72,135.86,140.72,149.72,646
08/27/2026,5:30:00 PM,131.54,211.64,131.36,135.5,140.72,149.54,661
08/27/2026,5:30:15 PM,131.18,212.18,131,135.32,140.54,149.72,676
08/27/2026,5:30:30 PM,130.82,214.88,130.82,135.14,140.54,149.72,691
08/27/2026,5:30:45 PM,130.64,215.42,130.64,134.78,140.18,150.08,707
08/27/2026,5:30:50 PM,130.64,215.96,130.64,134.78,140,150.08,712
08/27/2026,5:30:55 PM,130.64,216.68,130.64,134.78,140,150.08,717
08/27/2026,5:31:00 PM,130.46,218.3,130.46,134.6,140,150.08,725
08/27/2026,5:31:05 PM,130.28,219.74,130.28,134.6,140,150.08,730
08/27/2026,5:31:10 PM,130.28,220.82,130.28,134.6,140,150.26,735
08/27/2026,5:31:15 PM,130.28,220.82,130.28,134.6,140,150.26,740
08/27/2026,5:31:20 PM,130.28,220.82,130.28,134.6,140,150.26,745
08/27/2026,5:31:25 PM,130.28,221,130.28,134.6,140,150.26,750
08/27/2026,5:31:30 PM,130.1,221,130.1,134.6,140,150.26,755
08/27/2026,5:31:35 PM,130.1,221,130.1,134.6,140,150.44,760
08/27/2026,5:31:40 PM,130.1,225.14,130.1,134.42,140,150.44,765
08/27/2026,5:31:45 PM,130.1,226.76,130.1,134.42,140,150.44,769
